_id,title,language,format,screening_count
3266,Konflikt zero.,german,3D,78
3907,Kontakt.,english,IMAX,78
8356,Koza.,english,IMAX,78
8680,Królestwo.,german,IMAX,78
5551,Krzesło.,polish,IMAX,78
882,Krzew południe.,german,2D,78
1825,Książę.,german,3D,78
7939,Ktoś wilk.,english,3D,78
6614,Ku posiadać.,german,3D,78
2651,Kupić.,spanish,IMAX,78
9462,Kurs.,spanish,2D,78
4024,Lampa przez.,english,IMAX,78
9097,Lato zmienić.,polish,3D,78
8566,Liczny liczba.,polish,2D,78
5592,Linia polityk.,english,2D,78
590,Litera.,polish,IMAX,78
953,Lotniczy.,polish,3D,78
7063,Ludność stół.,polish,IMAX,78
5971,Ludność.,english,2D,78
44,Łagodny.,polish,2D,78
5530,Marzec należeć.,german,2D,78
8231,Marzec wtorek.,english,IMAX,78
3476,Maszyna Jan.,polish,3D,78
2461,Mecz katolicki.,german,IMAX,78
4933,Mecz.,german,3D,78
3587,Medycyna poruszać.,english,2D,78
1755,Metoda chemiczny.,german,IMAX,78
1203,Mężczyzna kolumna.,english,3D,78
4958,Miejsce kiedy.,german,3D,78
3470,Mieszkać opieka.,polish,3D,78
4468,Mieszkać uzyskać.,spanish,IMAX,78
8867,Międzynarodowy.,spanish,3D,78
4493,Mięso.,german,IMAX,78
732,Milion.,polish,2D,78
5536,Minister sędzia.,spanish,IMAX,78
560,Młody.,polish,2D,78
6116,Motyl.,english,IMAX,78
7542,Może.,english,3D,78
1247,Mówić.,english,IMAX,78
1736,Muzyka znaczny.,spanish,3D,78
6428,Myśl nie ma.,english,IMAX,78
2275,Myśleć gra.,polish,2D,78
8350,Myśleć.,english,2D,78
1465,Nagle pająk.,spanish,2D,78
8405,Nagle.,english,IMAX,78
8405,Nagle.,german,2D,78
2100,Nagły.,polish,IMAX,78
120,Narkotyk.,spanish,IMAX,78
9780,Narodowość się.,polish,2D,78
376,Nastrój.,german,2D,78
6733,Natura dzieło.,spanish,3D,78
7711,Natychmiast.,polish,2D,78
9608,Naukowiec.,spanish,2D,78
5335,Naukowiec.,polish,3D,78
8999,Nawet wszystek.,spanish,3D,78
5866,Nazwa piąty.,english,IMAX,78
5427,Nazwa powszechny.,spanish,3D,78
4260,Niebezpieczny.,german,IMAX,78
1463,Niebieski samica.,spanish,IMAX,78
1864,Niebo.,german,3D,78
2688,Niebo.,german,IMAX,78
2013,Niedziela.,english,IMAX,78
3464,Niemiec urząd.,spanish,3D,78
7474,Niemiecki rodzic.,german,3D,78
3125,Niewolnik wakacje.,english,2D,78
6250,Niszczyć władza.,german,2D,78
4456,Nocny.,german,2D,78
350,Nos.,english,3D,78
1672,Np. telewizyjny.,english,3D,78
4287,Obcy.,polish,3D,78
9471,Obok uczyć.,english,3D,78
5121,Obowiązywać.,polish,3D,78
5121,Obowiązywać.,polish,2D,78
5600,Obrót.,english,2D,78
3249,Obserwować.,polish,3D,78
9463,Oczekiwać gołąb.,spanish,2D,78
6917,Oczekiwać podobny.,german,3D,78
4187,Oczywiście.,polish,2D,78
5322,Od.,spanish,IMAX,78
7889,Odczuwać.,german,IMAX,78
2352,Oddział adres.,polish,IMAX,78
785,Odległość.,german,IMAX,78
8496,Odmiana.,spanish,3D,78
9906,Odwaga brat.,polish,3D,78
4572,Oficjalny.,spanish,3D,78
7318,Oglądać w celu.,spanish,3D,78
7618,Ogromny 70.,german,IMAX,78
3346,Ojciec.,spanish,IMAX,78
1391,Okno.,english,2D,78
9740,Okolica umysł.,german,3D,78
3952,Okres.,polish,IMAX,78
6551,On.,spanish,2D,78
2138,On.,german,2D,78
8877,One przejść.,polish,3D,78
33,Opłata.,polish,3D,78
7259,Oraz.,german,3D,78
9694,Organizacja.,german,2D,78
5805,Organizm zaufanie.,spanish,2D,78
3739,Ośrodek.,polish,IMAX,78
2708,Otwarty.,spanish,IMAX,78
1258,Otwór ruch.,spanish,IMAX,78
2032,Owca zachód.,spanish,IMAX,78
3375,Ozdoba.,german,2D,78
9074,Palec powoli.,polish,2D,78
7801,Palić.,polish,2D,78
4997,Pamięć.,spanish,IMAX,78
7378,Pani.,german,IMAX,78
2953,Państwo.,polish,3D,78
5509,Papier.,german,2D,78
1474,Partia.,polish,2D,78
8159,Pasmo.,spanish,3D,78
9932,Pełny jedzenie.,spanish,IMAX,78
7102,Pełny spotkanie.,german,3D,78
1533,Pewien na.,german,IMAX,78
6905,Pewien żołnierz.,english,IMAX,78
3815,Piątek potrzebować.,spanish,2D,78
1196,Pierwiastek Chemiczny.,polish,IMAX,78
124,Pierwiastek dawać.,german,3D,78
7353,Pierwszy dodatek.,german,3D,78
2957,Piękny.,polish,2D,78
4460,Plecy chmura.,german,IMAX,78
4786,Plemię pozostać.,german,2D,78
4004,Płaszcz.,english,2D,78
5379,Płynąć przeciwko.,german,IMAX,78
8374,Płyta.,spanish,3D,78
7620,Pływać przejście.,spanish,2D,78
5324,Po kieszeń.,english,3D,78
8249,Po trzeba.,english,3D,78
2923,Podać ksiądz.,spanish,IMAX,78
5435,Poduszka.,polish,2D,78
2149,Poeta Azja.,english,IMAX,78
2436,Pogląd.,spanish,3D,78
455,Pokarm dziś.,german,IMAX,78
9275,Polak.,polish,IMAX,78
6305,Pole konstrukcja.,polish,3D,78
9581,Polegać.,polish,3D,78
9226,Policja.,german,2D,78
2058,Policzek znowu.,german,2D,78
6939,Polska zamknąć.,spanish,2D,78
18,Położyć Japonia.,polish,IMAX,78
4729,Południowy.,german,2D,78
4303,Pomarańcza arabski.,english,3D,78
6849,Pomidor.,english,IMAX,78
3178,Pomoc pomiędzy.,german,2D,78
3178,Pomoc pomiędzy.,german,2D,78
3645,Pomóc.,english,2D,78
1670,Pomysł zabić.,english,IMAX,78
1670,Pomysł zabić.,english,2D,78
2841,Pomysł.,spanish,2D,78
7451,Ponad klasztor.,english,3D,78
8386,Ponownie znajdować się.,german,IMAX,78
4543,Poprzez zajmować.,english,IMAX,78
9047,Port.,german,3D,78
1293,Posiadać czynnik.,polish,IMAX,78
6258,Posługiwać Się dzisiaj.,german,3D,78
4353,Postać żołnierz.,spanish,3D,78
5622,Postawić.,polish,2D,78
4428,Postępować.,german,2D,78
1246,Potem.,english,IMAX,78
7050,Poważny.,polish,3D,78
638,Powiat obiad.,english,IMAX,78
4783,Powinien ślub.,polish,2D,78
1975,Powoli.,spanish,3D,78
4332,Powstawać otrzymać.,german,2D,78
3556,Pozbawić.,spanish,2D,78
1332,Poznać uprawiać.,german,3D,78
7852,Pozostać proces.,spanish,2D,78
389,Pozycja oddech.,spanish,2D,78
5638,Pożar palec.,english,IMAX,78
8927,Północ.,german,IMAX,78
8679,Późno.,english,2D,78
9522,Pracować.,spanish,IMAX,78
1799,Problem.,polish,IMAX,78
2391,Procent głos.,spanish,2D,78
3288,Profesor całkowicie.,spanish,IMAX,78
9509,Prosty.,polish,IMAX,78
8823,Proszę.,polish,IMAX,78
2168,Przecież.,english,IMAX,78
4000,Przedmiot historia.,spanish,IMAX,78
4357,Przedstawienie żaba.,english,3D,78
9077,Przeprowadzać pieniądze.,german,2D,78
3634,Przeprowadzać.,spanish,IMAX,78
6213,Przestać.,english,IMAX,78
7367,Przestrzeń.,english,3D,78
37,Przeszkoda uzyskać.,polish,2D,78
7930,Przybyć wodny.,german,3D,78
2940,Przyjaźń.,polish,3D,78
7024,Przynosić.,polish,3D,78
576,Psychiczny.,polish,2D,78
6784,Pszczoła.,polish,IMAX,78
5399,Ptak czekać.,english,IMAX,78
3149,Punkt.,german,3D,78
1008,Punkt.,spanish,2D,78
1145,Rano.,spanish,3D,78
3193,Reguła małżeństwo.,spanish,IMAX,78
6975,Rezultat.,polish,IMAX,78
6322,Rodzic wiosna.,polish,2D,78
5134,Rosja.,german,3D,78
8187,Rower.,polish,IMAX,78
9686,Równy.,spanish,IMAX,78
3294,Różny.,german,2D,78
6979,Ryba sok.,english,2D,78
1453,Rzymski.,english,2D,78
5854,Samochód dziewięć.,english,3D,78
6342,Sądzić.,german,3D,78
193,Sen nieszczęście.,spanish,3D,78
2303,Siebie.,spanish,2D,78
3077,Sierpień koniec.,spanish,3D,78
9959,Silnik.,english,3D,78
6758,Skala podobny.,spanish,2D,78
2978,Skala trzydzieści.,german,3D,78
8065,Składać.,spanish,IMAX,78
1073,Składnik wielki.,german,2D,78
5966,Skończyć 20.,polish,IMAX,78
9664,Skończyć kość.,polish,2D,78
4470,Skóra.,spanish,2D,78
6182,Służyć.,spanish,IMAX,78
7601,Smutek.,german,2D,78
2186,Sok.,english,2D,78
8016,Sowa kij.,english,2D,78
8156,Specjalista.,german,3D,78
1177,Sprzęt.,polish,2D,78
6145,Stan partia.,spanish,2D,78
6504,Starać Się.,spanish,IMAX,78
5780,Stawać Się wspomnienie.,english,3D,78
3754,Stolica ogród.,polish,3D,78
8882,Stół.,spanish,3D,78
2147,Stracić skóra.,english,3D,78
1923,Straszny łuk.,polish,3D,78
6572,Stworzyć śmiać się.,spanish,2D,78
9551,Styczeń planeta.,polish,IMAX,78
1647,Styl zdarzenie.,spanish,2D,78
7682,Sukienka doświadczenie.,spanish,3D,78
1620,Suma Indie.,german,3D,78
2675,Suma.,polish,IMAX,78
8928,Swój cisza.,spanish,IMAX,78
8978,Sztuczny stół.,german,IMAX,78
4346,Sztuka szybki.,polish,3D,78
4851,Sztuka zaufanie.,spanish,IMAX,78
5886,Szwedzki znów.,spanish,2D,78
3291,Szwedzki.,spanish,IMAX,78
1687,Szybki.,spanish,2D,78
5788,Ściana mowa.,spanish,IMAX,78
2037,Ślad mi.,german,3D,78
9917,Ślad.,spanish,IMAX,78
7708,Ślub.,polish,3D,78
2668,Śnieg list.,english,IMAX,78
7728,Średniowieczny konflikt.,spanish,2D,78
4444,Środkowy organizm.,german,3D,78
789,Św..,english,IMAX,78
1586,Świecić ochrona.,polish,2D,78
6564,Święty.,english,3D,78
4987,Taki pierwszy.,spanish,IMAX,78
6657,Taki.,german,3D,78
1637,Także igła.,english,2D,78
609,Tam.,spanish,IMAX,78
8320,Tekst obecnie.,polish,IMAX,78
7244,Telefon uderzenie.,german,IMAX,78
2586,Telewizja każdy.,spanish,IMAX,78
4404,Temperatura zwykle.,spanish,3D,78
6079,Teoria.,spanish,2D,78
5140,Teraz.,german,2D,78
3934,Teren.,polish,3D,78
8722,Toponim pole.,english,3D,78
2321,Trawa.,english,2D,78
247,Treść.,german,IMAX,78
3807,Trudno telewizyjny.,spanish,3D,78
661,Trudność rozumieć.,german,IMAX,78
8646,Trudny.,spanish,3D,78
4360,Trwać wobec.,english,IMAX,78
9005,Trzy konflikt.,german,2D,78
2036,Trzy rozmiar.,english,3D,78
5511,Trzydziesty (…).,polish,IMAX,78
1142,Trzydziesty znowu.,german,2D,78
4606,Turcja miód.,german,2D,78
6397,Turcja wszystkie.,polish,IMAX,78
583,Twój.,spanish,IMAX,78
2122,U.,english,IMAX,78
8237,Ucho.,german,2D,78
277,Uchodzić dzień.,english,2D,78
4058,Uczucie.,polish,2D,78
3023,Uczyć.,spanish,2D,78
412,Układ Okresowy.,english,IMAX,78
8379,Unia Europejska w końcu.,polish,3D,78
7571,Uniwersytet.,english,3D,78
851,Uprawiać.,german,3D,78
2397,Urodzić Się służba.,spanish,3D,78
940,Usługa skłonność.,german,2D,78
6031,Ustawa.,spanish,3D,78
6115,Użyć.,polish,IMAX,78
7858,W Końcu kalendarz.,english,2D,78
714,W Wyniku.,spanish,3D,78
714,W Wyniku.,spanish,IMAX,78
2792,Walczyć trzymać.,german,3D,78
3698,Warunek.,english,3D,78
5344,Wąski.,spanish,IMAX,78
5250,Wczesny dach.,spanish,IMAX,78
2326,Wczesny występować.,german,3D,78
9514,Wejście.,english,2D,78
4094,Wewnątrz pięć.,polish,IMAX,78
5598,Węgry.,polish,IMAX,78
3826,Widok oś.,english,IMAX,78
7348,Widok.,spanish,2D,78
5290,Więcej.,spanish,3D,78
1064,Wioska.,spanish,3D,78
8173,Włochy.,english,3D,78
8200,Wnętrze.,polish,3D,78
5402,Wniosek.,spanish,3D,78
5563,Wojskowy.,english,3D,78
4999,Wola szlachetny.,english,3D,78
1307,Wolność.,german,2D,78
8634,Wolny.,english,3D,78
4192,Wpaść.,english,IMAX,78
2402,Wreszcie chęć.,polish,IMAX,78
9488,Wspaniały dziura.,polish,2D,78
5766,Wspólny.,english,2D,78
5766,Wspólny.,polish,2D,78
8849,Wszystko głupek.,german,3D,78
9251,Wszystko.,polish,IMAX,78
9495,Wtorek przybyć.,english,2D,78
1475,Wy tam.,spanish,IMAX,78
7894,Wybitny.,polish,2D,78
201,Wybór działalność.,spanish,3D,78
6143,Wydarzenie wielkość.,spanish,3D,78
9195,Wysoko robota.,spanish,IMAX,78
9195,Wysoko robota.,english,IMAX,78
2285,Występować jeśli.,polish,IMAX,78
2131,Wytwarzać.,polish,3D,78
9867,Za stanowić.,spanish,2D,78
6405,Zabawka.,german,3D,78
3880,Zaburzenie rysunek.,polish,IMAX,78
1336,Zaburzenie.,polish,IMAX,78
6283,Zachowanie.,polish,3D,78
1114,Zachowywać Się urząd.,german,IMAX,78
3988,Zachód czwartek.,spanish,3D,78
5970,Zajęcie.,polish,3D,78
7751,Zakładać niski.,english,3D,78
2356,Zakończenie kilka.,german,IMAX,78
6360,Zakończenie.,spanish,2D,78
6360,Zakończenie.,polish,2D,78
7635,Zamknąć zajmować.,english,IMAX,78
7290,Zamknąć.,english,3D,78
9651,Zamykać.,spanish,IMAX,78
5559,Zatoka Azja.,spanish,IMAX,78
8136,Zawsze żywność.,english,3D,78
689,Zboże sobie.,spanish,2D,78
8150,Zbyt lecieć.,spanish,2D,78
8150,Zbyt lecieć.,english,IMAX,78
7848,Zbyt ozdobny.,english,IMAX,78
2330,Zdjęcie pan.,german,IMAX,78
4117,Zgadzać Się oczekiwać.,spanish,3D,78
2770,Zgadzać Się.,polish,IMAX,78
9014,Zielony organizm.,polish,3D,78
4170,Ziemia.,polish,2D,78
4491,Złoty obrona.,polish,2D,78
5386,Zmęczony twardy.,polish,3D,78
9994,Zniszczyć poziom.,polish,3D,78
4290,Zniszczyć.,german,2D,78
6139,Zniszczyć.,german,IMAX,78
6407,Znosić.,spanish,IMAX,78
2220,Znowu Holandia.,english,2D,78
3082,Związek.,spanish,IMAX,78
9566,Zwolennik.,spanish,2D,78
1551,Zwykle.,english,3D,78
1227,Żyć ponownie.,polish,2D,78
215,Żyd.,polish,3D,78
1735,100 bezpośrednio.,spanish,2D,77
9886,20.,german,IMAX,77
7019,4.,spanish,3D,77
449,40 nowy.,polish,IMAX,77
8053,80 rzymski.,spanish,2D,77
8837,80.,polish,IMAX,77
6887,900 stosunek.,english,3D,77
3729,Abugida znajdować się.,spanish,2D,77
9593,Aby.,german,2D,77
6911,Administracyjny.,spanish,3D,77
7146,Adres mięso.,spanish,2D,77
8555,Akcja.,english,3D,77
8990,Akt.,english,2D,77
3708,Aktor skłonność.,german,3D,77
6141,Ani.,spanish,3D,77
985,Anioł kłopot.,spanish,IMAX,77
1399,Azjatycki przebywać.,german,IMAX,77
1932,Bać Się silnik.,spanish,IMAX,77
709,Bardzo oczywiście.,german,2D,77
6282,Bez średniowieczny.,polish,3D,77
3103,Bić płaski.,spanish,IMAX,77
9230,Biec nastrój.,polish,3D,77
1542,Biskup.,polish,IMAX,77
2674,Bitwa tytoń.,english,IMAX,77
3458,Biuro wchodzić.,spanish,3D,77
8642,Blisko.,english,3D,77
8491,Bo metal.,german,IMAX,77
3447,Bo płakać.,polish,2D,77
6742,Bogactwo.,spanish,3D,77
3973,Bohater.,english,IMAX,77
6822,Brązowy wchodzić.,english,IMAX,77
2161,Brudny umysł.,spanish,3D,77
3968,Brzydki masa.,spanish,3D,77
7105,Budować.,spanish,2D,77
9823,Budynek.,german,IMAX,77
3449,Cena.,polish,IMAX,77
4274,Chłop.,german,2D,77
7165,Chłopiec.,polish,3D,77
5384,Choć związany.,spanish,2D,77
6158,Chrześcijański.,spanish,IMAX,77
5114,Chwila.,spanish,2D,77
580,Chyba.,english,3D,77
5420,Ci.,english,IMAX,77
7134,Ciecz nad.,english,IMAX,77
1353,Cienki szereg.,german,2D,77
428,Cierpienie słońce.,english,3D,77
6340,Ciotka wąski.,english,IMAX,77
8518,Ciotka.,polish,2D,77
4333,Córka one.,german,IMAX,77
4333,Córka one.,german,2D,77
6624,Czas.,english,2D,77
3593,Czasownik mężczyzna.,english,IMAX,77
6759,Czasownik.,german,3D,77
8781,Cztery.,spanish,3D,77
5602,Czyn umieszczać.,spanish,IMAX,77
2728,Czyn.,spanish,2D,77
2984,Dalej trzy.,german,IMAX,77
4836,Dawno.,spanish,IMAX,77
16,Delikatny godzina.,polish,2D,77
7136,Deszcz.,german,IMAX,77
2814,Dialekt wiara.,german,3D,77
9834,Dlaczego.,polish,3D,77
7106,Długo przyjemność.,polish,2D,77
4796,Dodatek bieda.,german,2D,77
4796,Dodatek bieda.,english,3D,77
431,Dokonać walka.,german,2D,77
2114,Dolina twarz.,spanish,2D,77
2114,Dolina twarz.,german,2D,77
6751,Dopływ bogini.,english,IMAX,77
1599,Dopływ niebezpieczny.,german,IMAX,77
6071,Dostęp.,spanish,2D,77
5870,Dowód doświadczenie.,german,IMAX,77
1622,Drapieżny noc.,german,IMAX,77
5193,Drobny ale.,spanish,3D,77
3057,Droga.,german,3D,77
8788,Duński.,english,2D,77
6274,Duński.,spanish,2D,77
2507,Dusza.,polish,3D,77
6457,Dużo.,polish,2D,77
2716,Działać uważać.,german,2D,77
663,Dziób.,english,3D,77
2632,Dzisiejszy.,spanish,3D,77
2580,Dziwny.,english,3D,77
2233,Egzamin.,english,2D,77
4954,Fabryka rodowity.,polish,2D,77
4143,Fabryka.,polish,IMAX,77
9961,Fakt wydawać się.,german,2D,77
8181,Fala potem.,polish,IMAX,77
4267,Farba księga.,polish,3D,77
7269,Film żołnierz.,german,3D,77
7269,Film żołnierz.,spanish,IMAX,77
1561,Finansowy przynieść.,polish,2D,77
932,Finansowy.,polish,IMAX,77
2510,Fizyczny kawałek.,english,IMAX,77
189,Fotografia.,polish,3D,77
3501,Francuski szlachetny.,german,IMAX,77
9572,Funkcja choroba.,german,IMAX,77
7044,Gałąź.,english,IMAX,77
6326,Gdyby wywoływać.,english,3D,77
8064,Głód wygrać.,polish,3D,77
586,Gmina tajemnica.,spanish,IMAX,77
6237,Godzina udział.,polish,2D,77
5880,Gołąb.,spanish,3D,77
4753,Gorący pewien.,german,2D,77
9000,Gospodarczy.,english,3D,77
6631,Gra.,english,IMAX,77
1777,Grudzień.,polish,3D,77
7498,Hodować moment.,german,2D,77
9378,Hodować.,polish,2D,77
418,Hotel uderzenie.,german,IMAX,77
1388,Inaczej.,polish,2D,77
4270,Intensywny ten.,spanish,IMAX,77
9167,Interes.,spanish,3D,77
9008,Internetowy.,spanish,3D,77
3884,Jakiś tytuł.,polish,3D,77
2324,Jakiś.,english,IMAX,77
843,Jakość.,english,IMAX,77
3309,Jądro ziemia.,polish,2D,77
4947,Jedynie budowla.,english,2D,77
2638,Jedyny współczesny.,spanish,2D,77
962,Jeździć.,english,2D,77
5092,Język cel.,english,2D,77
195,Kaczka sen.,english,IMAX,77
3638,Kanał psychiczny.,german,3D,77
5670,Kanał wolność.,german,IMAX,77
1368,Kara.,spanish,3D,77
6738,Kierować kościelny.,english,2D,77
380,Kieszeń.,english,IMAX,77
9281,Kij.,english,IMAX,77
3982,Kino atak.,german,2D,77
7895,Kolacja.,german,IMAX,77
3296,Kolano sierpień.,polish,3D,77
8689,Kolano USA.,german,2D,77
3008,Kolega wspaniały.,spanish,3D,77
7779,Kolejny butelka.,german,2D,77
1778,Koło ósmy.,polish,IMAX,77
1778,Koło ósmy.,polish,2D,77
9165,Komórka m.in..,spanish,3D,77
6063,Kosz kość.,german,IMAX,77
6860,Koszt wspólnota.,english,2D,77
8246,Kość poziom.,spanish,IMAX,77
4683,Koza.,spanish,2D,77
7623,Kraina.,spanish,IMAX,77
7854,Krew fałszywy.,polish,2D,77
4358,Królewski.,spanish,3D,77
2567,Krzew grunt.,english,2D,77
6480,Książka.,german,2D,77
184,Lampa.,german,2D,77
7465,Las pójść.,spanish,2D,77
959,Lato.,english,3D,77
7205,Lecieć.,spanish,IMAX,77
4127,Lek.,german,3D,77
2812,Lew.,polish,IMAX,77
3445,Liczyć.,german,2D,77
447,List powolny.,english,IMAX,77
4742,Literacki.,english,2D,77
2315,Lud.,spanish,2D,77
2516,Ludzki 100.,german,2D,77
7776,Luty sukces.,polish,2D,77
9201,Małżeństwo bank.,spanish,2D,77
2565,Małżeństwo słodki.,german,IMAX,77
6054,Martwy martwy.,german,3D,77
8449,Masa.,spanish,2D,77
3389,Materiał umieścić.,spanish,2D,77
2745,Mądry według.,english,3D,77
6591,Mąka łuk.,english,2D,77
9162,Metal.,english,3D,77
183,Męski.,polish,3D,77
491,Mgła.,english,2D,77
2550,Mi.,spanish,IMAX,77
5673,Miara.,spanish,IMAX,77
1999,Międzynarodowy okręt.,english,IMAX,77
7360,Miękki piosenka.,polish,2D,77
5333,Miły.,polish,IMAX,77
9854,Minuta.,spanish,3D,77
594,Miód sygnał.,polish,3D,77
2771,Mleko.,spanish,2D,77
7187,Mocny wilk.,english,IMAX,77
4437,Mocny.,polish,3D,77
4770,Moment.,english,IMAX,77
5323,Moralny.,spanish,3D,77
5323,Moralny.,english,2D,77
6014,Mowa wojsko.,english,3D,77
8359,Mówić wy.,english,2D,77
6565,My.,german,IMAX,77
1970,Naczynie Ziemia.,spanish,IMAX,77
218,Napój.,english,IMAX,77
8510,Następny.,english,2D,77
7149,Naturalny wioska.,spanish,2D,77
9864,Nauczyciel.,german,3D,77
617,Nie- psychiczny.,english,IMAX,77
5441,Niechęć jakby.,polish,2D,77
2512,Niektóry.,german,3D,77
156,Niemcy.,german,IMAX,77
314,Niemiecki mądry.,spanish,IMAX,77
4769,Nieprzyjemny Indie.,polish,2D,77
311,Niewolnik miłość.,german,IMAX,77
68,Niezwykły.,german,IMAX,77
734,Niszczyć zajęcie.,spanish,IMAX,77
734,Niszczyć zajęcie.,german,IMAX,77
9796,Noga Jan.,polish,2D,77
5550,Nowy.,polish,3D,77
7023,Obcy uniwersytet.,english,IMAX,77
1563,Obecnie siebie.,german,3D,77
9637,Obok kupić.,polish,IMAX,77
858,Obraz.,english,IMAX,77
1810,Obraz.,german,3D,77
3983,Obrót to.,german,IMAX,77
1031,Obserwować.,spanish,2D,77
5313,Obszar.,spanish,3D,77
956,Ocena Turcja.,spanish,2D,77
6919,Oczekiwać.,german,2D,77
4234,Oddawać może.,polish,IMAX,77
5418,Oddech morze.,polish,3D,77
1744,Oddział.,german,IMAX,77
2822,Odwaga.,german,2D,77
9296,Odważny bliski.,polish,3D,77
4982,Ogon.,german,IMAX,77
194,Ogromny.,german,IMAX,77
2485,Ojciec.,english,IMAX,77
3548,Ojczyzna we.,polish,2D,77
6290,Oko.,spanish,IMAX,77
4277,Oko.,german,3D,77
5292,Okoliczność jedyny.,spanish,3D,77
8046,Określony nigdy.,german,3D,77
4746,Okropny dziś.,spanish,3D,77
4338,Okropny podłoga.,polish,IMAX,77
123,Operacja zespół.,english,3D,77
4878,Opieka słyszeć.,english,IMAX,77
4878,Opieka słyszeć.,spanish,IMAX,77
1172,Opuścić.,polish,IMAX,77
5960,Oraz.,polish,IMAX,77
2860,Osiemdziesiąt most.,polish,3D,77
8005,Ostatni sąd.,english,2D,77
4054,Ośrodek pas.,german,IMAX,77
599,Otrzymać.,english,3D,77
6396,Otrzymywać odcień.,english,IMAX,77
3872,Otwarty pogoda.,english,2D,77
4665,Otwarty.,german,2D,77
809,Owoc.,german,IMAX,77
826,Ozdobny.,german,IMAX,77
7098,Ozdobny.,german,3D,77
7305,Pan.,polish,IMAX,77
4523,Pasmo.,german,IMAX,77
6377,Patrzeć.,english,2D,77
9476,Pewien lato.,polish,IMAX,77
7110,Pieniądz pojazd.,spanish,IMAX,77
9658,Pierś.,spanish,IMAX,77
5489,Pierwiastek Chemiczny.,english,IMAX,77
3337,Pierwiastek kościelny.,polish,2D,77
5107,Pieśń.,polish,2D,77
5107,Pieśń.,german,3D,77
8469,Pióro nauczycielka.,german,IMAX,77
8103,Pisanie seksualny.,german,3D,77
4134,Pismo drzewo.,spanish,3D,77
4464,Pismo przedstawiciel.,spanish,3D,77
4464,Pismo przedstawiciel.,german,2D,77
7083,Plaża.,polish,3D,77
5945,Plecy na zewnątrz.,german,IMAX,77
1364,Płaszcz.,spanish,3D,77
5442,Płaszcz.,polish,IMAX,77
8693,Płeć określać.,spanish,3D,77
8454,Pływać postawić.,spanish,2D,77
7933,Podobny butelka.,polish,3D,77
6617,Podstawowy napisać.,german,IMAX,77
8700,Poduszka.,english,IMAX,77
7978,Poeta słoń.,german,3D,77
677,Pogląd.,german,IMAX,77
3693,Pogoda uznawać.,english,3D,77
9839,Pojedynczy twarz.,spanish,2D,77
1143,Pojedynczy własny.,english,IMAX,77
2448,Pojemnik.,english,IMAX,77
5127,Policjant szczyt.,spanish,IMAX,77
4534,Polityka wysyłać.,spanish,IMAX,77
6456,Połowa.,spanish,3D,77
2643,Położyć.,english,IMAX,77
7074,Pomarańczowy rezultat.,spanish,IMAX,77
696,Pomoc pytać.,polish,3D,77
3410,Ponownie leczenie.,spanish,IMAX,77
6015,Ponownie.,polish,3D,77
3361,Poprzez terytorium.,english,IMAX,77
2672,Port.,german,IMAX,77
10,Posiadać trzeba.,german,3D,77
9916,Posiłek stopień.,polish,IMAX,77
894,Posiłek.,english,IMAX,77
9858,Postać plan.,spanish,2D,77
3576,Postawa.,english,3D,77
229,Postępowanie pokazywać.,spanish,3D,77
7876,Postępowanie.,german,2D,77
6379,Potrzeba.,german,3D,77
3954,Potrzebny.,spanish,2D,77
7965,Powieść.,spanish,2D,77
1675,Powód.,german,IMAX,77
5019,Powód.,german,IMAX,77
1240,Poza.,english,3D,77
2900,Pozbawić.,english,IMAX,77
6997,Pozwalać.,german,2D,77
761,Pożar chyba.,polish,3D,77
5353,Północny.,english,IMAX,77
5255,Pragnąć można.,german,3D,77
8878,Prasa niech.,english,IMAX,77
4831,Prezent tłumaczyć.,german,IMAX,77
5751,Proces.,polish,3D,77
1817,Program.,german,2D,77
7870,Próba Chiny.,english,IMAX,77
1466,Przeciwnik poza.,german,2D,77
499,Przedstawiać.,spanish,3D,77
8716,Przejście.,spanish,3D,77
9190,Przejść.,english,3D,77
6978,Przemysł.,english,IMAX,77
4297,Przeznaczyć samiec.,polish,IMAX,77
1019,Przy zwycięstwo.,german,IMAX,77
8647,Przyjaciel.,english,2D,77
6850,Przyjąć cienki.,polish,3D,77
3804,Przyjechać miejsce.,german,IMAX,77
9850,Przyjechać.,english,3D,77
7053,Przyjemność.,english,3D,77
9766,Przyjęcie.,german,3D,77
3974,Przyjść zysk.,polish,IMAX,77
6712,Przykład chwila.,english,2D,77
3566,Przynieść.,english,IMAX,77
9135,Psychiczny ochrona.,german,3D,77
1037,Punkt zboże.,spanish,2D,77
5792,Punkt.,english,3D,77
6375,Pustynia gardło.,polish,IMAX,77
2840,Rachunek łuk.,english,2D,77
897,Rada nadzieja.,german,IMAX,77
897,Rada nadzieja.,german,2D,77
963,Radiowy nauka.,english,IMAX,77
1804,Rana kolej.,german,IMAX,77
1804,Rana kolej.,german,3D,77
2919,Relacja napój.,english,IMAX,77
9507,Religijny środowisko.,polish,IMAX,77
2140,Ręka znaleźć.,spanish,2D,77
6316,Rosyjski.,german,IMAX,77
5222,Rozwiązanie.,polish,3D,77
8241,Również lotniczy.,spanish,IMAX,77
2846,Ruch staw.,polish,IMAX,77
206,Rumunia zobaczyć.,german,IMAX,77
8822,Rysunek.,german,3D,77
9680,Ryzyko program.,polish,IMAX,77
